6	216	2	0.500000	10.000000
#en_sp_dens	en_g_dens	ene_density	susceptib	G_pm_tilde	mu2

-4.3486459614273	1.0137982962669	-3.3348476651603	33.0209856745864	0.6141777893784	0.1528749336786
-4.4112467250921	0.9666645958794	-3.4445821292126	35.9854141588753	2.0476866175936	0.1665991396244
-4.4093580328021	0.9904695225952	-3.4188885102069	28.1680141087812	1.5919653668429	0.1304074727258
-4.3065060832700	0.9419865652131	-3.3645195180569	31.3378231808536	0.0998911563630	0.1450825147262
-4.4271340837037	0.8975892714628	-3.5295448122409	37.9114968846359	1.3783893497674	0.1755161892807
-4.3114837441419	0.8634038862769	-3.4480798578649	29.2712394224167	0.4831890812604	0.1355149973260
-4.3627871475725	1.0287953619104	-3.3339917856621	32.3091165610902	0.1200697944062	0.1495792433384
-4.2329465948763	0.9995055549709	-3.2334410399054	32.3416681750964	1.4872323857781	0.1497299452551
-4.4921691128306	0.9081633564149	-3.5840057564157	37.5028339116100	1.0560052263625	0.1736242310723
-4.4852493076877	0.9078896599867	-3.5773596477010	32.3974642165886	1.5161798913840	0.1499882602620
-4.3430664448432	1.0698978327565	-3.2731686120867	36.1885923738857	0.2357322221304	0.1675397795087
-4.3502900329087	0.9712076287837	-3.3790824041250	32.6447853659690	0.8855787700775	0.1511332655832
-4.3830306071381	1.0280806300003	-3.3549499771377	33.8234437886711	0.9214054852605	0.1565900175401
-4.4087892101718	1.0643981578058	-3.3443910523660	36.5155656301539	0.4594794063151	0.1690535445840
-4.3393849583539	0.9846559952486	-3.3547289631052	29.8967615842036	0.7657072712774	0.1384109332602
-4.4485929560616	0.9443529091695	-3.5042400468921	38.9261524994706	0.8323120161561	0.1802136689790
-4.4958676946233	0.8561877096412	-3.6396799849821	37.2497206028359	1.0158923982348	0.1724524101983
-4.3253846562670	0.9444329026932	-3.3809517535738	27.9056583821555	1.9460776828210	0.1291928628803
-4.3567224628913	0.9849723851552	-3.3717500777361	33.0749146855199	0.7281439604838	0.1531246050256
-4.3085905353944	0.9803989109448	-3.3281916244496	32.8899547728368	0.1951847903767	0.1522683091335
-4.3120589836734	0.9743190122732	-3.3377399714002	31.8673556128991	0.5910222236454	0.1475340537634
-4.3582816336868	0.9336636400693	-3.4246179936175	35.2421285500018	1.7338214022748	0.1631580025463
-4.3411466726812	0.9504310399850	-3.3907156326962	33.4254041455176	1.1187221202867	0.1547472414144
-4.5313035022675	0.9071375599457	-3.6241659423218	38.2189979638351	0.8540096768934	0.1769398053881
-4.3925177765786	0.9722914270341	-3.4202263495445	33.1741250111992	1.8804143869422	0.1535839120889
-4.3519417065815	0.9974721561864	-3.3544695503951	34.0379401952377	1.6883852001624	0.1575830564594
-4.2323038250053	0.9288306796980	-3.3034731453073	26.9103325410693	1.2821045322375	0.1245848728753
-4.3309018619312	1.0688754665601	-3.2620263953710	33.5165690251531	0.3793841775609	0.1551693010424
-4.3299558158473	0.9099842625508	-3.4199715532965	34.2551304934703	0.8891778461404	0.1585885670994
-4.2963651103727	0.8334161544158	-3.4629489559569	27.5525844599099	0.8150300270324	0.1275582613885
-4.3867772254221	0.9984898341145	-3.3882873913076	32.9836338853564	0.4516090715407	0.1527020087285
-4.4108375904586	0.8927003228045	-3.5181372676541	32.6469513652705	1.3838474832540	0.1511432933577
-4.3466479803635	0.9937513768932	-3.3528966034703	39.4221294928527	1.3529894564390	0.1825098587632
-4.3486153078191	0.9329032907028	-3.4157120171162	36.1918186582632	0.7305883954429	0.1675547160105
-4.3818973625992	1.0778259051647	-3.3040714574346	36.7138240819541	0.8111481049113	0.1699714077868
-4.3972797776853	0.9541787868898	-3.4431009907955	30.1934943779163	0.7288241216098	0.1397846961941
-4.2827964427430	0.8588118679070	-3.4239845748360	32.5789559620536	1.5256337783331	0.1508284998243
-4.2522398088582	0.9812374379038	-3.2710023709544	27.7354275775878	1.6146022375650	0.1284047573036
-4.3042999024616	1.0275591748642	-3.2767407275974	32.5161955337558	0.2061855200289	0.1505379422859
-4.4628859963246	1.0097693842456	-3.4531166120790	40.6330840478760	1.1860519416003	0.1881161298513
-4.3022237852849	0.9765107634504	-3.3257130218345	31.4061074729201	2.0537897184939	0.1453986457080
-4.3245558153971	0.9623534425778	-3.3622023728193	27.5982277533253	0.7989789842229	0.1277695729321
-4.2254568498885	0.9846515565684	-3.2408052933200	26.8087593713462	2.7362871795409	0.1241146267192
-4.4077796045349	0.9715978398314	-3.4361817647035	32.3402191917520	1.4964561276560	0.1497232369989
-4.4186387461271	0.9669701665079	-3.4516685796192	33.6006057212204	2.4606111939192	0.1555583598205
-4.3482165579767	1.0079217758639	-3.3402947821129	31.9146351433395	0.3074567760984	0.1477529404784
-4.3351982135608	0.9095590593851	-3.4256391541757	33.9694002532544	1.5147876323620	0.1572657419132
-4.3722303229456	0.9124816666097	-3.4597486563359	34.8234871733140	2.2352723842911	0.1612198480246
-4.2868844784398	0.9006291386525	-3.3862553397873	24.7022438089337	2.2335440497872	0.1143622398562
-4.2385458669402	0.9623283326582	-3.2762175342820	35.3385478332389	1.0524958859224	0.1636043881168
-4.5651315484889	0.9439215887452	-3.6212099597437	43.0915580012561	0.5736890692539	0.1994979537095
-4.4787643725980	0.9253893205430	-3.5533750520550	37.4552456250974	1.1074219653505	0.1734039149310
-4.5151902004354	1.0119228285073	-3.5032673719281	41.9612673342351	0.3203113443690	0.1942651265474
-4.4642669986325	0.9814072391674	-3.4828597594651	34.9482524749660	1.0846884270693	0.1617974651619
-4.3009506639054	0.9595661647008	-3.3413844992046	29.3566668968663	1.0595585032275	0.1359104948929
-4.4595341295858	1.0335252307424	-3.4260088988434	35.5845085878216	0.1341497124099	0.1647430953140
-4.3381703344351	0.9107193381800	-3.4274509962551	39.9222420934229	0.4254436266927	0.1848251948770
-4.4170250653051	0.9944804681709	-3.4225445971343	34.2974870555163	0.9045279319367	0.1587846622941
-4.2604688539280	0.9929416612476	-3.2675271926804	31.0560617341491	0.6812061537309	0.1437780635840
-4.3166729921960	1.0283191563503	-3.2883538358456	31.0329725334627	0.7573726126720	0.1436711691364
-4.3379501881889	1.0111896569587	-3.3267605312302	26.6667295438839	2.1432143296394	0.1234570812217
-4.2551792444478	0.9052319939223	-3.3499472505256	30.9548128290721	1.5971170173055	0.1433093186531
-4.3463341457353	0.9368102326557	-3.4095239130795	34.5963348734881	0.7549413338406	0.1601682170069
-4.4675681099633	1.0408093981064	-3.4267587118570	41.3518793290490	0.6898212474906	0.1914438857826
-4.4261539037694	0.9620997187683	-3.4640541850011	34.1555223225223	0.8377890411840	0.1581274181598
-4.5065016942946	0.9190598034422	-3.5874418908524	31.5850215301707	1.1798521714062	0.1462269515286
-4.4144629357064	0.9019846632757	-3.5124782724307	38.4110334153860	0.7514460756414	0.1778288584046
-4.4859958553640	0.9795953912218	-3.5064004641422	43.0817121716701	0.2661318749983	0.1994523711651
-4.3320928617753	1.0239104988529	-3.3081823629224	30.7223598145149	1.4263294386970	0.1422331472894
-4.3629117578973	0.8636118588358	-3.4992998990615	32.1885124169098	0.3505699175853	0.1490208908190
-4.4358012497671	0.9411753489553	-3.4946259008118	35.3970556603758	0.5030473267659	0.1638752576869
-4.3849892922243	0.9672123398176	-3.4177769524067	36.2365687821336	0.3461848276264	0.1677618925099
-4.2965695864086	1.0229380341484	-3.2736315522602	29.0009538207282	0.1328271514185	0.1342636750960
-4.3563936020592	0.8936748326455	-3.4627187694136	30.9349382819455	1.5288948337587	0.1432173068609
-4.4034331532856	1.0332032665841	-3.3702298867015	32.4470765430735	1.0459967503738	0.1502179469587
-4.4321901232258	0.8361762187991	-3.5960139044267	37.8151088885185	0.4319144615854	0.1750699485580
-4.4716960831286	1.0656228726757	-3.4060732104529	36.1633378264471	2.6598613786995	0.1674228603076
-4.5114280475367	0.8557978040508	-3.6556302434860	40.2258834805280	0.5889395315999	0.1862309420395
-4.3082390808974	1.0051227147816	-3.3031163661158	36.5599587532798	0.2843267577988	0.1692590683022
-4.4154205300476	0.9521590749826	-3.4632614550650	33.9932834693774	0.2060732026884	0.1573763123582
